ProbeID	GSM1843834_BCR_T100_Probe40.CEL	GSM1843835_BCR_T101_Probe44.CEL	GSM1843836_BCR_T102_Probe49.CEL	GSM1843837_BCR_T103_Probe2.CEL	GSM1843838_BCR_T104_Probe8.CEL	GSM1843839_BCR_T105_Probe14.CEL	GSM1843840_BCR_T96_Probe20.CEL	GSM1843841_BCR_T97_Probe25.CEL	GSM1843842_BCR_T98_Probe30.CEL	GSM1843843_BCR_T99_Probe35.CEL	GSM1843844_ctrl_T100_Probe39.CEL	GSM1843845_ctrl_T101_Probe43.CEL	GSM1843846_ctrl_T102_Probe48.CEL	GSM1843847_ctrl_T103_Probe1.CEL	GSM1843848_ctrl_T104_Probe7.CEL	GSM1843849_ctrl_T105_Probe13.CEL	GSM1843850_ctrl_T96_Probe19.CEL	GSM1843851_ctrl_T97_Probe24.CEL	GSM1843852_ctrl_T98_Probe29.CEL	GSM1843853_ctrl_T99_Probe34.CEL
206983_at	9.095220831	8.597323521	8.211843876	8.11902216	8.063364197	8.215746006	9.150591129	8.935492907	9.164366875	8.812922217	6.742037355	7.158993	5.274116085	6.405786639	6.354544521	6.539351618	7.674905645	7.705816146	7.7085025	6.311057406
207098_s_at	10.44047263	10.3109685	10.19980986	10.6035946	10.61047231	10.64453931	10.75216747	10.82871977	10.72787505	9.975755088	9.184233553	9.279196707	9.059728959	9.450541201	9.503457067	9.710860049	9.606600746	9.506889361	9.685200809	8.418748008
207351_s_at	7.17590651	7.569108053	7.463971778	7.429955801	7.060326543	6.820340087	7.531580321	7.326529615	7.402946371	7.177543318	5.780094969	6.195970247	5.56384054	6.157014567	5.996723758	5.91158185	6.107728742	6.075663787	6.164608789	5.903831373
207362_at	4.883210033	5.126233788	5.086576267	6.047744331	5.573369275	5.658739983	4.867564601	4.785584939	4.934687278	4.180798844	6.922564213	6.730716312	5.704994378	6.706346616	6.504269391	6.236491546	6.631921598	6.719648959	6.252978989	5.690594172
207571_x_at	7.348026557	6.960635982	6.856040733	8.464050997	8.349990826	8.291099184	7.346759169	7.34354683	7.324826865	7.342410548	8.570181747	8.629524823	8.669380365	9.33551506	9.199399252	9.054381455	8.577542388	8.727487665	8.60623561	8.558084265
207767_s_at	6.816496066	7.354729946	7.22482275	7.064522638	6.704272018	6.808146171	6.841942043	6.590649332	6.776395313	6.631680881	5.656403575	5.548426086	5.898906719	5.453728008	5.353200177	5.268867493	5.919059025	5.838004681	5.52678923	6.049922333
207768_at	8.258393456	9.080321611	9.016185385	8.161459406	7.975981155	8.035688796	8.165523115	8.027678974	8.061852496	8.30647139	5.649811804	5.781949603	5.827275864	6.016451744	5.740409956	5.908741641	6.646336221	6.794388732	6.380073198	5.641784149
207822_at	6.910477042	7.192187203	7.336768509	7.869516093	8.18679875	8.466847412	7.541560199	7.40018145	7.619688453	7.031179417	5.441489164	5.393412424	5.551920931	6.113708426	6.40929513	6.47072851	5.825591915	5.836279815	5.835232434	5.048566594
207978_s_at	8.523756434	8.345381542	8.047039775	8.486538116	8.439145923	8.340423286	9.006741354	9.162100474	9.041614358	7.898629018	5.626559867	5.935313808	5.809327744	6.152740544	6.066967646	6.179867811	6.81326465	6.773101498	6.653411889	5.109532306
207996_s_at	9.061879546	8.293585751	7.948818407	8.563322755	8.682343277	8.703160141	9.441243639	9.390029565	9.412393677	9.043818828	6.95753538	7.450144404	5.90551194	7.406218845	7.668877239	7.729104062	8.008640048	8.007377746	8.088928697	6.555586961
208079_s_at	8.19042867	7.50077919	7.537710365	8.411660006	8.192712948	8.074642379	7.325035418	7.231709545	7.361105669	7.750097957	9.449792405	9.041144353	7.877248133	9.064229099	8.858353656	8.884598196	8.60387847	8.549149981	8.506531279	9.01393221
208091_s_at	10.49917057	9.911363269	9.896159243	11.06284565	11.10103966	11.05146278	10.37076875	10.26726795	10.35646453	10.0798984	11.44571682	11.33558548	12.03223387	11.75441167	11.5854654	11.57122418	11.45699027	11.54134753	11.46685458	10.93202552
208651_x_at	6.248420355	6.541959116	5.785497291	7.708815895	7.614798159	7.390421931	7.089840909	7.239981509	7.138314258	5.623873251	8.232437654	8.384072145	8.405395026	8.620467346	8.662543306	8.878446611	8.105307369	8.196654037	8.284655292	7.603213294
208881_x_at	12.07042153	11.8789057	11.80856781	12.53176964	12.39720722	12.33485396	12.40987184	12.467105	12.45544287	11.66548215	10.72067562	10.82610813	10.52685096	11.55138209	11.33522139	11.40239279	10.8799765	10.81812729	10.83925122	9.79742545
208926_at	9.73985891	9.696181374	9.65128173	9.714415173	9.431374302	9.330544886	9.722967867	9.77985914	9.740473561	9.24796342	8.103530475	7.7746453	8.075958885	8.511454245	8.255792714	8.251420209	8.035144596	8.230669862	8.028045807	7.729675154
209185_s_at	9.907617962	9.20082781	9.195950823	9.908517605	10.29930953	10.27702623	10.07599826	10.05621833	10.01254859	9.794860318	8.809021988	8.564715591	7.87331482	9.289033962	9.217144808	9.231607885	8.915021747	8.860109799	8.816918185	8.425490616
209189_at	10.0740547	9.095064897	8.598690956	10.02279312	9.956951166	9.893643995	9.793294697	9.802482688	9.731466077	9.209051626	8.594768496	7.774727315	6.974591258	8.394533325	8.352089784	8.174992656	8.118798935	8.163084235	7.963037823	7.679199847
209193_at	8.606087466	8.067892943	8.104825623	9.560396131	9.318658344	9.414476844	8.83169909	8.801373394	8.822045508	8.407755249	10.0623286	9.871060692	10.57472873	10.01497614	10.24059314	10.19010404	10.19145133	10.24803574	10.18345541	9.61909499
209201_x_at	10.63499309	8.982944849	9.168441895	10.99788492	10.78442594	10.79659213	10.4102389	10.44000257	10.35636448	10.15002495	11.87532386	11.17435462	11.73259923	11.49133939	11.30073707	11.33589405	11.03412599	11.08989318	11.00919997	10.95554749
209321_s_at	8.953306133	9.307334751	8.775883127	10.02414951	9.816808919	9.754220333	9.564783806	9.575024226	9.525818214	8.534065566	7.69423881	7.274745764	8.218399758	8.657444122	8.478923387	8.420535185	7.999389596	8.018818931	7.835478805	7.235280466
209354_at	9.674278226	9.785780589	9.851638871	9.870786685	9.682552567	9.609705423	9.319786463	9.331636683	9.461184476	9.9734961	8.229186844	7.821695208	8.594881041	8.581739775	8.484915765	8.362331445	8.263170397	8.223447589	8.217441624	8.325463656
209355_s_at	6.870687725	6.35011059	5.712217256	7.123153817	6.790640717	6.780769735	7.476025393	7.521170669	7.516943937	6.221281242	4.930523593	4.883958972	5.576190908	5.944627663	5.661170736	5.33019622	5.913880184	6.009699433	5.526533874	5.002483257
209383_at	10.76858611	10.66764868	10.52714977	10.342543	10.14208231	10.12267941	10.23753863	10.34701465	10.36947212	10.73095161	9.436732607	8.919640381	9.026925889	9.056866823	8.847083142	8.876980016	9.311828159	9.381571922	9.294242042	9.482489562
209441_at	9.927200431	9.864123152	9.805778934	9.534617232	9.251415713	9.155829043	9.557155152	9.471900847	9.538143687	9.566375109	8.87230575	8.421864385	8.196546678	8.111722025	7.9282182	7.895349101	8.534251009	8.634927813	8.510736679	8.688043
209573_s_at	8.615440564	8.067101816	7.724126286	7.85985007	7.708705885	7.677548192	8.854808069	9.212022034	9.110109951	8.364611801	6.96829689	6.846994942	6.318558147	6.611345532	6.493505151	6.761737202	7.696402809	7.769384707	7.520979366	7.227590297
209574_s_at	10.05538737	8.517735771	7.929184654	9.600600947	9.4191916	9.438646602	10.09158063	10.05538831	10.06781774	9.121356622	7.700590762	7.573361954	5.253796842	8.013910045	8.03156282	8.021115777	8.414173642	8.470628463	8.420610667	7.037984304
209672_s_at	8.195094826	7.955127382	7.530232973	7.717925721	7.971097003	7.754181156	8.224937085	8.210104051	8.12680459	7.698275878	6.959530955	6.752271593	6.757545725	6.966371083	6.789271117	7.061660585	6.921767486	6.797237352	6.978288716	6.361396993
209682_at	7.647379209	8.082989143	6.860641826	9.372736595	9.198761495	9.170219187	8.038025438	8.174016639	8.192527742	6.917926174	9.443292596	10.18400136	9.390553283	10.16948866	10.08246212	10.13942047	9.594950019	9.593572576	9.591564513	8.594463433
209684_at	8.029425394	7.980593133	7.181328426	7.259688853	7.310230753	7.215334676	8.873224363	8.880518459	8.772185847	7.385485347	6.075797206	5.313206582	5.50239481	5.537543454	5.53681788	5.559842785	7.234951791	7.296229518	7.221356843	5.517089088
209761_s_at	6.996561544	7.032674578	6.795482952	7.325637513	7.082490137	7.149067789	7.267157045	7.347583625	7.459489545	5.868502121	8.118128844	8.952712656	7.635463167	8.130587556	8.142914198	8.160237579	8.582650729	8.714890895	8.472869698	7.384270215
209762_x_at	7.532942243	6.993059544	6.384601327	8.001266743	7.821648883	7.592581059	7.504503402	7.510974317	7.446255151	6.407061605	8.563107535	8.918288593	8.162865447	8.532507776	8.33881545	8.307875647	8.851557065	8.905102291	8.856977439	7.58205391
209771_x_at	8.102939165	8.461319869	8.074146236	9.002731206	9.186085321	9.188581691	8.596216318	8.609858269	8.689229303	7.4910679	10.0944626	10.41731429	10.36645079	10.36675319	10.40871682	10.56124637	10.14455663	10.1268559	10.05651602	9.570455805
209956_s_at	8.788653842	9.337811816	9.048129724	9.30635428	9.012501787	9.014880416	8.452750964	8.479178503	8.48677539	9.078511562	7.566395362	7.110351002	6.999115291	8.07605483	8.125381047	8.003820442	7.119699235	7.306272069	7.127432328	7.815977634
209959_at	11.44298466	11.87747732	11.8627587	11.29142826	11.35521608	11.38509136	11.61643865	11.74862434	11.5993481	11.44979873	8.846346768	9.117324152	8.636188056	9.395716569	9.181208015	9.271896194	9.799858521	9.793965111	9.85702826	8.559405679
210118_s_at	7.892645213	7.197124535	6.853764909	7.632396476	7.344229288	7.361240231	7.481605307	7.677633943	7.582147844	6.967594274	5.831065522	5.41145407	5.379317985	5.978203005	6.108937362	6.126836579	5.843042996	6.006129737	5.868743395	5.253885203
210370_s_at	11.12712608	11.02664632	10.82222041	10.85004953	10.61291805	10.56164721	10.89709865	10.88058441	10.96945731	10.80249983	8.478436561	8.398299336	8.07058288	8.719738526	8.567647082	8.380055772	8.348481017	8.71124206	8.250701939	8.377853798
210404_x_at	8.822376126	9.077549508	8.901673194	9.188511028	8.941259522	8.950839588	8.421581708	8.458006466	8.512820463	8.790463099	7.539528499	7.099908418	7.068322049	8.200967831	8.079469908	7.983897439	7.310452674	7.496879333	7.167291505	7.750838414
210450_at	7.389547998	6.251438693	6.244905227	7.547829927	7.721647149	7.805089084	7.506247001	7.592381241	7.295834107	6.585273973	8.718482092	8.691157421	7.96945927	8.714366328	8.902633359	9.134475993	9.030535752	8.794970847	9.066110989	8.200335599
210517_s_at	9.972091615	9.161122399	8.988774405	10.34380033	10.57005196	10.55299242	10.62844444	10.63841321	10.63445023	9.51322636	6.606180241	6.477334559	5.768184702	8.778277124	8.663505348	8.693206405	8.626204215	8.450180053	8.438106398	5.813243671
210612_s_at	8.951949911	9.012984255	8.679914686	8.913406911	8.755855988	8.954336272	9.262998786	9.344063005	9.358039435	8.37829725	7.438018883	7.554106097	7.143663057	7.432459753	7.536330566	7.595563738	8.20462099	8.059751567	8.04741048	6.900389401
210716_s_at	9.525677037	8.262516208	7.630435886	8.674992198	8.646869196	8.759173055	9.449506562	9.3776977	9.338170188	8.455346252	7.719292001	6.741185595	7.295584297	7.409326813	7.632788012	7.438876131	7.271059898	7.435005775	7.385845718	6.92509723
210785_s_at	7.39047468	7.376318898	7.136938755	8.663212012	8.444452359	8.535661388	7.573488935	7.439269961	7.593908881	7.278916177	8.777344312	8.648041748	8.806687501	9.407545225	9.335481336	9.318616337	8.789162444	8.897668196	8.705938037	8.649476794
210872_x_at	6.495033759	7.344740415	6.728345837	6.097859881	6.608744967	6.318582236	6.717683605	6.67962353	6.689551741	6.464079985	5.449746168	5.261576158	5.640647779	5.343362184	5.418934426	5.524247725	5.536182245	5.462737214	5.586329618	5.464307869
210904_s_at	3.264950745	4.491335173	3.906699325	4.139443213	4.252310444	3.824887116	4.590736927	4.433527047	4.539378428	3.771816978	5.213728982	5.540078501	7.407844717	5.067357868	4.685526263	4.615154361	6.136719828	6.219779376	6.18361126	4.118240117
210980_s_at	10.51773527	10.10330543	9.952796535	9.015981093	10.05314533	10.09580911	10.62974811	10.34573252	10.44413023	10.39685645	7.946055209	7.734012765	7.286972872	8.076202486	8.289412059	8.158916888	8.738223724	8.757045857	8.649763933	7.454221076
211018_at	7.159547075	7.480722446	7.164823127	7.762595627	7.381055831	7.333383868	7.552568058	7.52707579	7.408267789	6.85040598	5.71742841	5.568902166	5.975876614	6.344448211	5.932648664	5.914323696	6.038313477	5.943445076	5.970433261	5.955725982
211026_s_at	10.5853118	10.68714842	10.73033233	10.37188447	10.0111767	10.08555236	10.48332206	10.62460415	10.50258461	10.48210304	9.049019339	8.302396535	9.683758153	8.369096397	8.323213213	8.276714867	8.929994866	9.031438367	8.864608046	9.130222963
211039_at	6.133619545	6.154014154	6.22553341	5.941090651	5.750631891	5.739564014	6.528775416	6.347619939	6.437143857	5.977974959	4.596887322	4.849287764	4.101195567	4.654070188	5.02565013	4.850923545	4.931124057	5.325843384	4.905833231	5.183592704
211067_s_at	8.921744702	9.559753295	9.509131249	8.772019877	8.50275576	8.438016288	8.971524173	9.029218591	8.939114702	8.612266039	7.19979717	7.382159602	7.476649533	7.234593031	7.113112008	7.107985584	7.631470901	7.627091887	7.589132099	7.051522572
211117_x_at	6.970092906	6.450422082	6.49100937	7.789364867	7.638248739	7.574769971	7.418525821	7.473278274	7.436825682	6.576370881	5.461552677	5.277299197	5.542352151	6.107582371	6.117420963	6.126128403	5.836879334	6.006273053	6.040200036	4.967851865
211118_x_at	7.182251244	7.06826508	6.86641533	7.993690409	7.871019343	7.959911693	7.661397347	7.545849031	7.761083963	6.908446194	5.834826999	5.633586814	5.914263808	6.581669731	6.419743678	6.449604496	6.187258145	6.258645906	6.187163305	5.675985265
211120_x_at	6.606514279	6.436169501	6.404203037	7.480673324	7.331355259	7.372334914	7.152966071	7.142689067	7.015890818	6.463104635	5.713995122	5.35596243	5.683238376	5.982806759	5.846681515	6.04685071	5.871732951	5.816194368	5.978559071	5.218302277
211138_s_at	10.86051408	10.29628621	10.37118616	10.40194062	10.15617191	10.11773187	10.54414715	10.49024609	10.43400223	10.5548759	9.192009604	8.704109357	8.610553766	8.800479902	8.64474273	8.617214051	9.055329984	9.052799439	8.981705361	8.477900595
211226_at	7.055142596	6.811778254	6.319913175	7.504710028	6.894036404	6.824017835	7.345249553	7.288858495	6.988941013	7.391145999	5.630157069	6.186534033	5.659495327	6.083273464	6.079376826	6.092129481	5.812334972	6.033575194	5.922403268	6.319473751
211341_at	6.019248066	6.007500905	5.359761007	6.461814946	6.186088024	6.427739019	5.811979891	6.009371991	5.979616882	5.809735365	7.384969182	7.155703389	6.243697545	7.21913327	7.393664337	7.370471573	7.733973037	7.532479152	7.774986654	6.473021917
211483_x_at	8.631262078	8.932828331	8.875059166	9.106112356	8.782397769	8.914158286	8.336728179	8.43018669	8.290989253	8.75436239	7.733482097	7.373923396	6.922912504	8.177744823	8.023434814	8.071878624	7.311358684	7.383735093	7.242018715	7.975958807
211535_s_at	9.365782382	10.1586025	10.19111153	10.20142058	10.1072159	10.23961264	10.14472114	10.1077544	10.08188814	9.222259654	8.109589946	8.480613951	8.251096964	9.061286199	9.149502547	9.176109226	8.991262824	9.010288476	8.925591683	8.00080392
211612_s_at	3.117974332	4.376174057	3.866596617	4.297662796	4.443995609	4.125726038	3.888189746	4.318303849	4.356392727	3.416050079	4.936804312	6.135140122	7.344563666	5.250376643	4.832984128	4.950953533	6.140560713	6.235503699	6.03325761	4.13858194
211742_s_at	9.996493042	9.584785287	9.479586852	10.44765837	10.27529285	10.23415616	9.981376552	10.11069889	9.918016423	9.694714873	11.45384563	11.02470304	10.8696026	10.83558578	10.92790515	11.01145972	11.06684906	10.99999023	11.12106795	11.11874472
211801_x_at	8.0011181	7.361307675	7.283511018	8.406057864	8.111232057	8.288965682	8.810049881	8.60284057	8.786077487	7.351110158	6.355003271	6.383042816	6.640137583	6.989784163	6.899347688	6.75745058	6.947794264	6.9867643	6.830019212	6.124356451
211849_s_at	9.315250392	9.05602589	8.873922427	8.141705273	8.11202495	7.96083735	9.461687942	9.324213945	9.502045716	8.79460786	8.054117577	7.913501509	7.292156859	7.012720528	6.975571744	6.937817381	8.45834319	8.370090237	8.461793508	7.557162065
211964_at	4.934089928	4.937043627	4.981934479	6.059287699	5.534834516	5.953698087	5.680616153	5.728734344	5.750135869	5.181779655	4.063502402	3.948635061	4.425147444	4.454095244	4.025855784	4.111766712	4.483534078	4.051094686	4.19633622	4.626247669
212076_at	7.253185734	7.182675828	6.579720898	7.555267914	7.755177996	7.899231578	7.299073951	7.300852258	7.373087068	6.719695238	8.812811817	8.724674063	8.427911843	9.051590961	8.976437179	8.872454787	7.952984285	8.104517989	7.965257468	8.214347583
212078_s_at	8.605991699	8.639774112	8.303599092	9.873709506	9.472822884	9.428547815	8.430390545	8.551142019	8.541129216	7.850193279	10.00023073	10.46986888	9.033174067	10.33436177	10.19675146	10.19205971	9.504194444	9.561301153	9.43089179	9.377937491
212079_s_at	7.226726221	7.834741822	7.016251534	8.189847065	8.100850023	8.009700593	7.170265626	6.920937936	6.959003698	6.59311427	8.706151705	9.125916198	7.423667912	8.981484368	8.937059662	8.94854165	7.834974489	7.948283609	7.838233991	8.287746742
212080_at	8.116802434	7.97531941	7.709515942	8.976590615	8.840885682	8.791163861	8.180467503	8.215095904	8.212648266	7.383253091	9.514085712	9.64133812	9.27732886	9.679200454	9.474922801	9.498253127	8.9845653	9.043842871	8.950890631	8.539170853
212094_at	9.530252618	9.940454214	9.769079453	9.546951998	9.756316461	9.519696213	9.79022671	9.744744669	9.622476082	9.03168958	10.77819778	11.64423375	11.14379585	10.25532147	10.62787983	10.82329245	10.75488091	10.64171742	10.80915266	10.23459778
212188_at	9.090982232	8.996564767	8.624740928	8.795490684	8.67275283	8.521542228	8.917637438	8.932180791	8.876399851	8.814323328	7.806631093	8.105926757	7.300768173	7.79725349	7.637858482	7.731575428	7.951363669	7.869790415	7.995942335	7.598938852
212192_at	9.059927878	8.755862887	8.739586466	8.856363186	8.774418572	8.694306245	9.04017975	9.072892304	9.046401489	8.723374881	7.520589164	7.520678248	7.586207942	7.559447718	7.618061998	7.615738037	7.808434332	7.781588185	7.811692535	6.816696805
212218_s_at	8.534945166	8.400074055	8.572300894	8.820131633	8.771278419	8.752580108	8.932062886	9.176733466	8.995444334	8.980544455	7.438018883	6.997732941	7.247928684	7.972293506	7.612951199	7.827886554	7.554703809	7.541204145	7.55964841	7.277553764
212226_s_at	8.207143256	8.037327318	7.966277932	8.448350089	8.357217917	8.166980116	8.432175493	8.402443658	8.464996046	7.874041658	6.502903197	6.446077873	6.458155884	7.333606838	7.233291072	7.006956689	7.084579479	7.411245262	7.154381721	6.261613337
212230_at	8.243224962	7.937488986	7.633097921	8.147860415	7.952069959	8.136408588	8.443730303	8.622202966	8.378422798	7.761314273	6.076862972	5.74152062	6.137851915	6.600168919	6.71272513	6.843931063	7.043483046	7.059773144	7.080381874	5.73281152
212233_at	7.583357586	7.848359159	8.008558415	7.965771938	7.659570905	7.589924678	7.776309357	7.819455568	7.792543943	6.958399774	6.520448588	6.934489291	6.426191441	6.79277143	6.58689937	6.656286705	6.237634935	6.422142665	6.205532023	6.341069926
212400_at	11.15816878	10.6332387	10.60365896	11.04038429	10.96594925	10.77732569	11.03839088	10.97607645	11.05699071	10.86102511	9.890134045	9.477746304	9.430947467	9.769000324	9.659347406	9.608504655	9.725838911	9.862085834	9.790186257	9.634572611
212468_at	9.226375923	8.938275859	8.979582907	9.200917432	9.104506033	9.187652062	9.438623324	9.344786192	9.377549268	8.509320442	7.538369554	8.093617633	7.025238995	8.048709461	8.044988314	8.090801977	7.799671487	8.002170342	7.879640613	6.695104325
212470_at	11.03834301	10.70362539	10.67727028	10.88245835	10.80990909	10.86676519	11.18010851	11.16649903	11.12355369	10.74128898	9.615462465	9.528865264	9.551651544	9.830980847	9.852224816	9.880308515	9.728894336	9.776360085	9.788314908	8.866426612
212492_s_at	12.02458442	12.03571757	11.92806023	12.27647542	12.12978436	12.07655253	12.02773005	12.0832936	12.09547915	12.05138289	10.68142927	11.24520677	11.18658864	11.13552043	11.02580197	11.00405893	10.92535243	10.89038481	10.85460562	10.72749362
212495_at	10.69584824	10.76883661	10.64007939	11.05714499	10.91491442	10.88226565	10.39939885	10.38966916	10.32775739	10.53046617	9.390553847	9.539281232	9.798332072	9.984668374	9.828456869	9.832572288	9.304887847	9.301201019	9.311941743	9.690566968
212737_at	10.35286237	10.2492125	10.25358575	10.20866322	10.01341128	10.01529422	10.00152807	9.859212234	10.03834495	10.28870755	9.050739947	8.871491562	8.182594904	9.29935872	9.093854456	9.130918446	9.25655606	9.380033355	9.20795426	8.990689851
212774_at	9.121794463	8.881966218	8.839562355	10.06476299	10.07641739	10.10742475	9.321433245	9.243321396	9.340366908	8.453493629	10.40448859	11.26958121	11.02464305	10.67918418	10.98122252	10.97228061	10.71937545	10.8205881	10.69170589	9.871152756
212828_at	9.241421997	9.07023035	8.977390963	9.119571211	9.024029253	8.891461088	9.431404625	9.437823897	9.415272594	8.607671726	7.870905678	7.611390789	7.593254786	7.869556181	7.582558363	7.679100997	8.214852964	8.297365445	8.402322238	6.467514668
212915_at	7.311002473	7.011894982	6.893794424	7.690608525	7.581158887	7.407574345	8.462980922	8.437440879	8.452184015	6.778216547	4.424817714	5.484916933	4.723019045	5.399687524	5.587031211	5.74041836	6.25609214	6.07504116	6.069912418	4.170398384
212977_at	5.720851641	6.314787247	5.349690823	7.111592368	7.014467208	7.294519441	6.585163299	6.211081627	6.608470805	5.160270528	7.739585636	7.943694379	9.362788034	8.357816652	8.65826182	8.690513049	8.525411725	8.521559036	8.558701802	7.609670132
213002_at	4.815325883	4.84310321	5.052757917	5.845993274	5.694341614	5.574207599	4.779257918	4.529578841	4.741090245	5.083828775	5.417503629	6.331785848	7.568585644	5.943467354	5.841205196	5.892151597	6.341544272	6.333400739	6.086071691	5.4176396
213228_at	6.713043906	6.36058288	6.199349898	7.195323599	6.940686635	6.719815458	7.254740766	7.436928749	7.191523922	6.440178322	8.359338343	7.409728615	8.253304714	7.813536668	7.525892952	7.609598492	8.470587893	8.584450275	8.676850155	7.600878739
213310_at	9.800201352	9.785059966	9.641194711	10.23548229	10.20826288	9.985521645	10.17299191	10.21118506	10.16153476	9.736377044	8.582610183	8.797251603	8.898768284	9.260463433	9.138144923	9.152585205	9.242578481	9.124760665	9.20222882	8.039323965
213406_at	6.375858591	5.254833118	5.472672928	6.550719989	6.172647909	6.048599617	6.590803085	6.325031081	6.43326591	6.256092025	5.213728982	4.756352148	4.78967393	5.214576954	4.475762746	4.650946707	5.179225135	5.2108936	4.829240086	5.306523443
213436_at	10.11586218	9.853563051	9.768975541	8.862163371	8.829966736	8.920293244	10.13065845	10.2102366	10.20188558	9.917200754	8.472919965	8.671097469	8.503719051	7.435025075	7.415954274	7.474217691	8.914909812	8.876898237	8.788767127	8.195265566
213489_at	9.349154966	9.168671101	9.125224839	9.332730692	9.426283946	9.332198464	9.749121342	9.680662749	9.776921106	8.634639272	7.935533228	8.342653203	7.52405617	8.553207471	8.504217977	8.490952935	8.417832455	8.419126542	8.305891593	7.228559404
213524_s_at	10.07389332	8.968694053	9.296633834	9.635401541	9.422964192	9.479669849	9.212088802	9.228720663	9.285220292	9.753446212	7.82161822	8.102681657	7.565177685	8.261724666	8.276759349	8.324076884	8.351933247	8.317159341	8.234950843	7.672160271
213608_s_at	10.42173426	10.25203334	10.18983068	10.3460688	10.03216353	10.00186419	10.28744232	10.30044115	10.25045978	10.28832992	8.877368599	8.603342974	8.67377576	8.987283984	8.935684833	8.945076534	9.110472092	9.241688976	9.107350725	8.885605399
213638_at	11.16899811	11.42507686	11.43006746	10.75181592	10.57069273	10.45370879	11.26842549	11.25713496	11.29223066	10.91189163	8.259924521	8.294819754	7.436130876	8.492141903	8.333664804	8.402345661	9.158798523	9.209904232	9.145838021	7.821717696
213664_at	7.17829379	7.414793071	7.04907995	8.334466892	8.122553606	7.815903167	7.545513449	7.617598855	7.55688456	6.414694634	9.766504348	9.913453054	9.673844112	9.552114384	9.294661312	9.442430393	9.708986934	9.668963095	9.670339185	9.110270281
213702_x_at	11.97071843	11.85268499	11.69802149	11.59973183	11.55113209	11.54848166	11.88456075	11.87928882	11.83582745	12.05603956	9.564746235	9.546140649	8.902921726	9.67755471	9.649984799	9.688027245	10.2209913	10.11498489	10.18650749	9.583618356
213792_s_at	6.925265221	5.314498532	5.7324733	6.739479836	6.746279568	6.549006838	6.75614695	6.684415097	6.737014611	6.6985238	8.075630075	7.728334229	6.973169936	7.398532847	7.548356988	7.495303425	8.18117221	8.251041325	8.128695021	7.620684579
213793_s_at	9.97840287	8.904876169	8.860252677	9.648640243	9.505263949	9.409372216	9.891028141	9.842443347	9.706613339	9.319517736	7.488045811	7.281669498	6.523141876	7.79167698	7.755665573	7.766777556	7.845606395	7.773550505	7.827725747	6.820609322
213797_at	7.430824688	6.586871702	6.247125021	7.260079615	7.13624995	7.131649366	7.267644451	7.122751892	7.175650194	6.335855795	6.540246019	5.708990576	5.007922621	5.736444245	6.084055497	5.847630816	6.293244099	6.340105279	6.47901794	5.526264735
213816_s_at	6.060077765	6.955211796	6.538726892	5.869728927	5.58523772	5.776739035	6.651819062	6.620339116	6.72901401	5.560525562	5.066361863	5.064504709	4.5903953	4.85999792	4.684925742	4.382994315	5.461229038	5.466285239	5.266754838	5.161548782
213902_at	9.69499578	9.362711166	9.279967645	9.592929325	9.673945332	9.494211964	9.786763973	9.973195887	9.80641607	9.573003647	8.212545933	8.111036026	7.293808991	8.388599297	8.21467598	8.252187917	8.737503057	8.755505765	8.831546709	8.123205451
214048_at	8.796590195	8.091357393	7.63143659	9.586545853	9.487423856	9.371682745	9.167757729	9.220847323	9.137657652	7.928582286	10.17129839	9.907483493	9.561218979	10.38433797	10.22990027	10.3033255	10.15184884	10.07618277	10.13465538	9.600057092
214196_s_at	9.66433753	10.02047586	10.0574302	9.337954267	8.937299941	8.848773778	9.444021606	9.515189019	9.497414836	9.47921447	8.609898349	8.311679071	8.582650729	8.2274935	8.020065473	8.079244339	8.366408713	8.501037553	8.310813947	8.605985578
214285_at	5.273892516	4.569934466	4.614637814	4.848792474	4.607286482	4.727285418	5.26854156	5.120810448	5.654175457	4.964862646	3.906645145	3.567228518	3.709706955	3.884135388	3.75562851	3.706436479	3.850809571	3.980390116	4.131370959	3.653656803
214430_at	11.6508905	11.53320343	11.38841716	11.24983204	10.9811604	10.94054643	11.47090549	11.43989547	11.50644121	11.33567308	10.0864133	9.845947771	9.698840007	9.768352216	9.650532981	9.689675348	10.09901582	10.14112881	10.13071207	9.908294447
214719_at	6.607222431	6.126652248	5.00600186	6.454371281	6.79050488	6.94088328	6.370100317	6.391476326	6.500732635	6.12885857	7.729142314	7.787183714	6.506777416	7.459208432	7.495988978	7.53409486	7.760141444	7.807233679	7.732627046	6.928490714
214755_at	9.790365069	9.735995192	9.583177195	9.89105279	9.797056985	9.763424667	9.487161292	9.613024457	9.472088058	9.405446179	6.835339935	6.991383537	6.95672979	7.578897738	7.392888099	7.304701568	7.115675894	7.234592694	7.065865922	6.44694888
215284_at	6.652891443	6.519406484	6.410078962	8.171352961	8.340674305	8.329557196	7.523181663	7.4196315	7.53876782	5.543164009	5.735427093	5.817613262	4.133068489	6.671427728	6.596169273	6.537284821	5.339093481	5.752319195	5.367752961	4.438494001
215501_s_at	10.00815296	9.410102599	9.351799329	10.38780961	10.17053247	10.13413604	10.10062403	10.21946802	10.12665599	9.573003647	8.918167997	8.364611838	9.09989032	9.033689255	9.002210734	9.008496315	8.732042218	8.666282375	8.747807538	8.326390316
